dep;jour;pop;P;T;Ti;Tp;Td;cl_age90
82;2020-11-23;262618,00;66,00;1025,00;25,13;6,44;390,30;0
82;2020-11-24;262618,00;36,00;935,00;13,71;3,85;356,03;0
82;2020-11-25;262618,00;33,00;570,00;12,57;5,79;217,05;0
82;2020-11-26;262618,00;32,00;863,00;12,18;3,71;328,61;0
82;2020-11-27;262618,00;27,00;1005,00;10,28;2,69;382,69;0
82;2020-11-28;262618,00;18,00;305,00;6,85;5,90;116,14;0
82;2020-11-29;262618,00;0,00;55,00;0,00;0,00;20,94;0
82;2020-11-30;262618,00;26,00;760,00;9,90;3,42;289,39;0
83;2020-11-01;1073836,00;54,00;432,00;5,03;12,50;40,23;0
83;2020-11-02;1073836,00;1327,00;9548,00;123,58;13,90;889,15;0
83;2020-11-03;1073836,00;997,00;7736,00;92,84;12,89;720,41;0
83;2020-11-04;1073836,00;869,00;7237,00;80,92;12,01;673,94;0
83;2020-11-05;1073836,00;861,00;7618,00;80,18;11,30;709,42;0
83;2020-11-06;1073836,00;803,00;7769,00;74,78;10,34;723,48;0
83;2020-11-07;1073836,00;252,00;2515,00;23,47;10,02;234,21;0
83;2020-11-08;1073836,00;43,00;402,00;4,00;10,70;37,44;0
83;2020-11-09;1073836,00;905,00;8544,00;84,28;10,59;795,65;0
83;2020-11-10;1073836,00;686,00;8225,00;63,88;8,34;765,95;0
83;2020-11-11;1073836,00;31,00;413,00;2,89;7,51;38,46;0
83;2020-11-12;1073836,00;597,00;8159,00;55,60;7,32;759,80;0
83;2020-11-13;1073836,00;516,00;6218,00;48,05;8,30;579,05;0
83;2020-11-14;1073836,00;154,00;1993,00;14,34;7,73;185,60;0
83;2020-11-15;1073836,00;27,00;303,00;2,51;8,91;28,22;0
83;2020-11-16;1073836,00;501,00;6232,00;46,66;8,04;580,35;0
83;2020-11-17;1073836,00;348,00;5389,00;32,41;6,46;501,85;0
83;2020-11-18;1073836,00;249,00;4309,00;23,19;5,78;401,27;0
83;2020-11-19;1073836,00;233,00;4869,00;21,70;4,79;453,42;0
83;2020-11-20;1073836,00;260,00;4840,00;24,21;5,37;450,72;0
83;2020-11-21;1073836,00;113,00;1784,00;10,52;6,33;166,13;0
83;2020-11-22;1073836,00;16,00;371,00;1,49;4,31;34,55;0
83;2020-11-23;1073836,00;332,00;4930,00;30,92;6,73;459,10;0
83;2020-11-24;1073836,00;216,00;4978,00;20,11;4,34;463,57;0
83;2020-11-25;1073836,00;193,00;3730,00;17,97;5,17;347,35;0
83;2020-11-26;1073836,00;201,00;4684,00;18,72;4,29;436,19;0
83;2020-11-27;1073836,00;158,00;4412,00;14,71;3,58;410,86;0
83;2020-11-28;1073836,00;82,00;1860,00;7,64;4,41;173,21;0
83;2020-11-29;1073836,00;9,00;396,00;0,84;2,27;36,88;0
83;2020-11-30;1073836,00;297,00;5186,00;27,66;5,73;482,94;0
84;2020-11-01;560997,00;45,00;183,00;8,02;24,59;32,62;0
84;2020-11-02;560997,00;859,00;4333,00;153,12;19,82;772,37;0
84;2020-11-03;560997,00;722,00;4292,00;128,70;16,82;765,07;0
84;2020-11-04;560997,00;604,00;3530,00;107,67;17,11;629,24;0
84;2020-11-05;560997,00;616,00;3684,00;109,80;16,72;656,69;0
84;2020-11-06;560997,00;610,00;3542,00;108,73;17,22;631,38;0
84;2020-11-07;560997,00;174,00;1203,00;31,02;14,46;214,44;0
84;2020-11-08;560997,00;17,00;154,00;3,03;11,04;27,45;0
84;2020-11-09;560997,00;539,00;3873,00;96,08;13,92;690,38;0
84;2020-11-10;560997,00;536,00;3838,00;95,54;13,97;684,14;0
84;2020-11-11;560997,00;69,00;463,00;12,30;14,90;82,53;0
84;2020-11-12;560997,00;448,00;3838,00;79,86;11,67;684,14;0
84;2020-11-13;560997,00;342,00;2958,00;60,96;11,56;527,28;0
84;2020-11-14;560997,00;101,00;995,00;18,00;10,15;177,36;0
84;2020-11-15;560997,00;22,00;143,00;3,92;15,38;25,49;0
84;2020-11-16;560997,00;317,00;3024,00;56,51;10,48;539,04;0
84;2020-11-17;560997,00;254,00;2767,00;45,28;9,18;493,23;0
84;2020-11-18;560997,00;166,00;2282,00;29,59;7,27;406,78;0
84;2020-11-19;560997,00;193,00;2456,00;34,40;7,86;437,79;0
84;2020-11-20;560997,00;143,00;2115,00;25,49;6,76;377,01;0
84;2020-11-21;560997,00;44,00;798,00;7,84;5,51;142,25;0
84;2020-11-22;560997,00;8,00;127,00;1,43;6,30;22,64;0
84;2020-11-23;560997,00;176,00;2152,00;31,37;8,18;383,60;0
84;2020-11-24;560997,00;155,00;1827,00;27,63;8,48;325,67;0
84;2020-11-25;560997,00;154,00;1862,00;27,45;8,27;331,91;0
84;2020-11-26;560997,00;128,00;1856,00;22,82;6,90;330,84;0
84;2020-11-27;560997,00;107,00;1805,00;19,07;5,93;321,75;0
84;2020-11-28;560997,00;62,00;792,00;11,05;7,83;141,18;0
84;2020-11-29;560997,00;15,00;116,00;2,67;12,93;20,68;0
84;2020-11-30;560997,00;159,00;2014,00;28,34;7,89;359,00;0
85;2020-11-01;683187,00;20,00;157,00;2,93;12,74;22,98;0
85;2020-11-02;683187,00;448,00;4472,00;65,58;10,02;654,58;0
85;2020-11-03;683187,00;364,00;3468,00;53,28;10,50;507,62;0
85;2020-11-04;683187,00;351,00;3431,00;51,38;10,23;502,21;0
85;2020-11-05;683187,00;322,00;3332,00;47,13;9,66;487,71;0
85;2020-11-06;683187,00;337,00;3560,00;49,33;9,47;521,09;0
85;2020-11-07;683187,00;159,00;1373,00;23,27;11,58;200,97;0
85;2020-11-08;683187,00;9,00;160,00;1,32;5,62;23,42;0
85;2020-11-09;683187,00;357,00;4299,00;52,26;8,30;629,26;0
85;2020-11-10;683187,00;217,00;3314,00;31,76;6,55;485,08;0
85;2020-11-11;683187,00;13,00;148,00;1,90;8,78;21,66;0
85;2020-11-12;683187,00;269,00;3827,00;39,37;7,03;560,17;0
85;2020-11-13;683187,00;221,00;2660,00;32,35;8,31;389,35;0
85;2020-11-14;683187,00;85,00;1166,00;12,44;7,29;170,67;0
85;2020-11-15;683187,00;16,00;167,00;2,34;9,58;24,44;0
85;2020-11-16;683187,00;227,00;3492,00;33,23;6,50;511,13;0
85;2020-11-17;683187,00;160,00;2730,00;23,42;5,86;399,60;0
85;2020-11-18;683187,00;122,00;2105,00;17,86;5,80;308,11;0
85;2020-11-19;683187,00;112,00;2200,00;16,39;5,09;322,02;0
85;2020-11-20;683187,00;82,00;1995,00;12,00;4,11;292,01;0
85;2020-11-21;683187,00;43,00;1005,00;6,29;4,28;147,10;0
85;2020-11-22;683187,00;7,00;142,00;1,02;4,93;20,78;0
85;2020-11-23;683187,00;111,00;2495,00;16,25;4,45;365,20;0
85;2020-11-24;683187,00;79,00;1970,00;11,56;4,01;288,35;0
85;2020-11-25;683187,00;74,00;1901,00;10,83;3,89;278,25;0
85;2020-11-26;683187,00;75,00;2174,00;10,98;3,45;318,21;0
85;2020-11-27;683187,00;68,00;1874,00;9,95;3,63;274,30;0
85;2020-11-28;683187,00;39,00;812,00;5,71;4,80;118,85;0
85;2020-11-29;683187,00;8,00;169,00;1,17;4,73;24,74;0
85;2020-11-30;683187,00;106,00;2399,00;15,52;4,42;351,15;0
86;2020-11-01;437398,00;20,00;177,00;4,57;11,30;40,47;0
86;2020-11-02;437398,00;338,00;2886,00;77,28;11,71;659,81;0
86;2020-11-03;437398,00;259,00;2696,00;59,21;9,61;616,37;0
86;2020-11-04;437398,00;213,00;2467,00;48,70;8,63;564,02;0
86;2020-11-05;437398,00;186,00;2730,00;42,52;6,81;624,15;0
86;2020-11-06;437398,00;160,00;2412,00;36,58;6,63;551,44;0
86;2020-11-07;437398,00;79,00;1117,00;18,06;7,07;255,37;0
86;2020-11-08;437398,00;11,00;105,00;2,51;10,48;24,01;0
86;2020-11-09;437398,00;229,00;2672,00;52,36;8,57;610,89;0
86;2020-11-10;437398,00;191,00;2376,00;43,67;8,04;543,21;0
86;2020-11-11;437398,00;39,00;613,00;8,92;6,36;140,15;0
86;2020-11-12;437398,00;200,00;2570,00;45,72;7,78;587,57;0
86;2020-11-13;437398,00;127,00;2231,00;29,04;5,69;510,06;0
86;2020-11-14;437398,00;62,00;850,00;14,17;7,29;194,33;0
86;2020-11-15;437398,00;6,00;131,00;1,37;4,58;29,95;0
86;2020-11-16;437398,00;141,00;2544,00;32,24;5,54;581,62;0
86;2020-11-17;437398,00;98,00;1513,00;22,41;6,48;345,91;0
86;2020-11-18;437398,00;85,00;1180,00;19,43;7,20;269,78;0
86;2020-11-19;437398,00;80,00;1930,00;18,29;4,15;441,25;0
86;2020-11-20;437398,00;99,00;1865,00;22,63;5,31;426,39;0
86;2020-11-21;437398,00;40,00;761,00;9,14;5,26;173,98;0
86;2020-11-22;437398,00;7,00;163,00;1,60;4,29;37,27;0
86;2020-11-23;437398,00;97,00;1862,00;22,18;5,21;425,70;0
86;2020-11-24;437398,00;65,00;1232,00;14,86;5,28;281,67;0
86;2020-11-25;437398,00;46,00;1029,00;10,52;4,47;235,25;0
86;2020-11-26;437398,00;49,00;1872,00;11,20;2,62;427,99;0
86;2020-11-27;437398,00;40,00;1409,00;9,14;2,84;322,13;0
86;2020-11-28;437398,00;19,00;705,00;4,34;2,70;161,18;0
86;2020-11-29;437398,00;4,00;116,00;0,91;3,45;26,52;0
86;2020-11-30;437398,00;80,00;2014,00;18,29;3,97;460,45;0
87;2020-11-01;370774,00;22,00;103,00;5,93;21,36;27,78;0
87;2020-11-02;370774,00;272,00;2117,00;73,36;12,85;570,97;0
87;2020-11-03;370774,00;203,00;1582,00;54,75;12,83;426,68;0
87;2020-11-04;370774,00;154,00;1426,00;41,53;10,80;384,60;0
87;2020-11-05;370774,00;184,00;2091,00;49,63;8,80;563,96;0
87;2020-11-06;370774,00;138,00;1674,00;37,22;8,24;451,49;0
87;2020-11-07;370774,00;94,00;953,00;25,35;9,86;257,03;0
87;2020-11-08;370774,00;11,00;107,00;2,97;10,28;28,86;0
87;2020-11-09;370774,00;220,00;1868,00;59,34;11,78;503,81;0
87;2020-11-10;370774,00;106,00;1561,00;28,59;6,79;421,01;0
87;2020-11-11;370774,00;7,00;130,00;1,89;5,38;35,06;0
87;2020-11-12;370774,00;141,00;1965,00;38,03;7,18;529,97;0
87;2020-11-13;370774,00;93,00;1497,00;25,08;6,21;403,75;0
87;2020-11-14;370774,00;54,00;705,00;14,56;7,66;190,14;0
87;2020-11-15;370774,00;14,00;97,00;3,78;14,43;26,16;0
87;2020-11-16;370774,00;117,00;1402,00;31,56;8,35;378,13;0
87;2020-11-17;370774,00;84,00;1247,00;22,66;6,74;336,32;0
87;2020-11-18;370774,00;36,00;788,00;9,71;4,57;212,53;0
87;2020-11-19;370774,00;64,00;1137,00;17,26;5,63;306,66;0
87;2020-11-20;370774,00;59,00;855,00;15,91;6,90;230,60;0
87;2020-11-21;370774,00;22,00;512,00;5,93;4,30;138,09;0
87;2020-11-22;370774,00;9,00;60,00;2,43;15,00;16,18;0
87;2020-11-23;370774,00;71,00;986,00;19,15;7,20;265,93;0
87;2020-11-24;370774,00;78,00;983,00;21,04;7,93;265,12;0
87;2020-11-25;370774,00;86,00;994,00;23,19;8,65;268,09;0
87;2020-11-26;370774,00;55,00;1261,00;14,83;4,36;340,10;0
87;2020-11-27;370774,00;40,00;1026,00;10,79;3,90;276,72;0
87;2020-11-28;370774,00;33,00;572,00;8,90;5,77;154,27;0
87;2020-11-29;370774,00;10,00;72,00;2,70;13,89;19,42;0
87;2020-11-30;370774,00;76,00;1045,00;20,50;7,27;281,84;0
88;2020-11-01;359520,00;26,00;163,00;7,23;15,95;45,34;0
88;2020-11-02;359520,00;416,00;2858,00;115,71;14,56;794,95;0
88;2020-11-03;359520,00;300,00;1884,00;83,44;15,92;524,03;0
88;2020-11-04;359520,00;253,00;1968,00;70,37;12,86;547,40;0
88;2020-11-05;359520,00;241,00;2123,00;67,03;11,35;590,51;0
88;2020-11-06;359520,00;237,00;2153,00;65,92;11,01;598,85;0
88;2020-11-07;359520,00;111,00;847,00;30,87;13,11;235,59;0
88;2020-11-08;359520,00;15,00;102,00;4,17;14,71;28,37;0
88;2020-11-09;359520,00;260,00;2309,00;72,32;11,26;642,25;0
88;2020-11-10;359520,00;269,00;1878,00;74,82;14,32;522,36;0
88;2020-11-11;359520,00;20,00;144,00;5,56;13,89;40,05;0
88;2020-11-12;359520,00;225,00;2033,00;62,58;11,07;565,48;0
88;2020-11-13;359520,00;180,00;1850,00;50,07;9,73;514,58;0
88;2020-11-14;359520,00;59,00;602,00;16,41;9,80;167,45;0
88;2020-11-15;359520,00;8,00;98,00;2,23;8,16;27,26;0
88;2020-11-16;359520,00;197,00;1911,00;54,80;10,31;531,54;0
88;2020-11-17;359520,00;108,00;1339,00;30,04;8,07;372,44;0
88;2020-11-18;359520,00;76,00;1122,00;21,14;6,77;312,08;0
88;2020-11-19;359520,00;109,00;1438,00;30,32;7,58;399,98;0
88;2020-11-20;359520,00;91,00;1403,00;25,31;6,49;390,24;0
88;2020-11-21;359520,00;37,00;578,00;10,29;6,40;160,77;0
88;2020-11-22;359520,00;10,00;85,00;2,78;11,76;23,64;0
88;2020-11-23;359520,00;83,00;1487,00;23,09;5,58;413,61;0
88;2020-11-24;359520,00;59,00;1077,00;16,41;5,48;299,57;0
88;2020-11-25;359520,00;72,00;1010,00;20,03;7,13;280,93;0
88;2020-11-26;359520,00;113,00;1233,00;31,43;9,16;342,96;0
88;2020-11-27;359520,00;88,00;1363,00;24,48;6,46;379,12;0
88;2020-11-28;359520,00;43,00;541,00;11,96;7,95;150,48;0
88;2020-11-29;359520,00;15,00;97,00;4,17;15,46;26,98;0
88;2020-11-30;359520,00;150,00;1813,00;41,72;8,27;504,28;0
89;2020-11-01;332096,00;26,00;323,00;7,83;8,05;97,26;0
89;2020-11-02;332096,00;296,00;2091,00;89,13;14,16;629,64;0
89;2020-11-03;332096,00;333,00;1803,00;100,27;18,47;542,92;0
89;2020-11-04;332096,00;336,00;1956,00;101,18;17,18;588,99;0
89;2020-11-05;332096,00;277,00;2087,00;83,41;13,27;628,43;0
89;2020-11-06;332096,00;291,00;2301,00;87,63;12,65;692,87;0
89;2020-11-07;332096,00;188,00;1236,00;56,61;15,21;372,18;0
89;2020-11-08;332096,00;28,00;175,00;8,43;16,00;52,70;0
89;2020-11-09;332096,00;279,00;1828,00;84,01;15,26;550,44;0
89;2020-11-10;332096,00;341,00;2093,00;102,68;16,29;630,24;0
89;2020-11-11;332096,00;25,00;268,00;7,53;9,33;80,70;0
89;2020-11-12;332096,00;243,00;2204,00;73,17;11,03;663,66;0
89;2020-11-13;332096,00;200,00;2186,00;60,22;9,15;658,24;0
89;2020-11-14;332096,00;161,00;1156,00;48,48;13,93;348,09;0
89;2020-11-15;332096,00;23,00;197,00;6,93;11,68;59,32;0
89;2020-11-16;332096,00;203,00;1762,00;61,13;11,52;530,57;0
89;2020-11-17;332096,00;235,00;1942,00;70,76;12,10;584,77;0
89;2020-11-18;332096,00;179,00;1543,00;53,90;11,60;464,62;0
89;2020-11-19;332096,00;140,00;1579,00;42,16;8,87;475,46;0
89;2020-11-20;332096,00;148,00;1585,00;44,57;9,34;477,27;0
89;2020-11-21;332096,00;97,00;870,00;29,21;11,15;261,97;0
89;2020-11-22;332096,00;10,00;167,00;3,01;5,99;50,29;0
89;2020-11-23;332096,00;143,00;1548,00;43,06;9,24;466,13;0
89;2020-11-24;332096,00;194,00;1422,00;58,42;13,64;428,19;0
89;2020-11-25;332096,00;138,00;1286,00;41,55;10,73;387,24;0
89;2020-11-26;332096,00;120,00;1481,00;36,13;8,10;445,96;0
89;2020-11-27;332096,00;116,00;1522,00;34,93;7,62;458,30;0
89;2020-11-28;332096,00;83,00;882,00;24,99;9,41;265,59;0
89;2020-11-29;332096,00;17,00;153,00;5,12;11,11;46,07;0
89;2020-11-30;332096,00;152,00;1926,00;45,77;7,89;579,95;0
90;2020-11-01;140145,00;12,00;99,00;8,56;12,12;70,64;0
90;2020-11-02;140145,00;151,00;1007,00;107,75;15,00;718,54;0
90;2020-11-03;140145,00;162,00;968,00;115,59;16,74;690,71;0
90;2020-11-04;140145,00;114,00;742,00;81,34;15,36;529,45;0
90;2020-11-05;140145,00;123,00;773,00;87,77;15,91;551,57;0
90;2020-11-06;140145,00;100,00;886,00;71,35;11,29;632,20;0
90;2020-11-07;140145,00;59,00;393,00;42,10;15,01;280,42;0
90;2020-11-08;140145,00;4,00;57,00;2,85;7,02;40,67;0
90;2020-11-09;140145,00;118,00;944,00;84,20;12,50;673,59;0
90;2020-11-10;140145,00;122,00;948,00;87,05;12,87;676,44;0
90;2020-11-11;140145,00;12,00;42,00;8,56;28,57;29,97;0
90;2020-11-12;140145,00;110,00;925,00;78,49;11,89;660,03;0
90;2020-11-13;140145,00;136,00;792,00;97,04;17,17;565,13;0
90;2020-11-14;140145,00;36,00;303,00;25,69;11,88;216,20;0
90;2020-11-15;140145,00;3,00;50,00;2,14;6,00;35,68;0
90;2020-11-16;140145,00;126,00;757,00;89,91;16,64;540,15;0
90;2020-11-17;140145,00;62,00;543,00;44,24;11,42;387,46;0
90;2020-11-18;140145,00;71,00;494,00;50,66;14,37;352,49;0
90;2020-11-19;140145,00;69,00;605,00;49,23;11,40;431,70;0
90;2020-11-20;140145,00;47,00;613,00;33,54;7,67;437,40;0
90;2020-11-21;140145,00;27,00;305,00;19,27;8,85;217,63;0
90;2020-11-22;140145,00;4,00;57,00;2,85;7,02;40,67;0
90;2020-11-23;140145,00;59,00;897,00;42,10;6,58;640,05;0
90;2020-11-24;140145,00;37,00;609,00;26,40;6,08;434,55;0
90;2020-11-25;140145,00;33,00;441,00;23,55;7,48;314,67;0
90;2020-11-26;140145,00;35,00;529,00;24,97;6,62;377,47;0
90;2020-11-27;140145,00;29,00;466,00;20,69;6,22;332,51;0
90;2020-11-28;140145,00;20,00;290,00;14,27;6,90;206,93;0
90;2020-11-29;140145,00;8,00;69,00;5,71;11,59;49,23;0
90;2020-11-30;140145,00;40,00;630,00;28,54;6,35;449,53;0
91;2020-11-01;1319401,00;100,00;565,00;7,58;17,70;42,82;0
91;2020-11-02;1319401,00;1288,00;6962,00;97,62;18,50;527,66;0
91;2020-11-03;1319401,00;1078,00;6291,00;81,70;17,14;476,81;0
91;2020-11-04;1319401,00;818,00;4883,00;62,00;16,75;370,09;0
91;2020-11-05;1319401,00;907,00;5792,00;68,74;15,66;438,99;0
91;2020-11-06;1319401,00;751,00;5840,00;56,92;12,86;442,63;0
91;2020-11-07;1319401,00;263,00;2010,00;19,93;13,08;152,34;0
91;2020-11-08;1319401,00;40,00;444,00;3,03;9,01;33,65;0
91;2020-11-09;1319401,00;848,00;6051,00;64,27;14,01;458,62;0
91;2020-11-10;1319401,00;660,00;5585,00;50,02;11,82;423,30;0
91;2020-11-11;1319401,00;133,00;1324,00;10,08;10,05;100,35;0
91;2020-11-12;1319401,00;634,00;5678,00;48,05;11,17;430,35;0
91;2020-11-13;1319401,00;470,00;4524,00;35,62;10,39;342,88;0
91;2020-11-14;1319401,00;140,00;1416,00;10,61;9,89;107,32;0
91;2020-11-15;1319401,00;47,00;430,00;3,56;10,93;32,59;0
91;2020-11-16;1319401,00;505,00;4842,00;38,27;10,43;366,98;0
91;2020-11-17;1319401,00;409,00;4242,00;31,00;9,64;321,51;0
91;2020-11-18;1319401,00;285,00;3524,00;21,60;8,09;267,09;0
91;2020-11-19;1319401,00;302,00;3888,00;22,89;7,77;294,68;0
91;2020-11-20;1319401,00;287,00;4134,00;21,75;6,94;313,32;0
91;2020-11-21;1319401,00;145,00;1748,00;10,99;8,30;132,48;0
91;2020-11-22;1319401,00;17,00;325,00;1,29;5,23;24,63;0
91;2020-11-23;1319401,00;335,00;4488,00;25,39;7,46;340,15;0
91;2020-11-24;1319401,00;308,00;4124,00;23,34;7,47;312,57;0
91;2020-11-25;1319401,00;279,00;3537,00;21,15;7,89;268,08;0
91;2020-11-26;1319401,00;212,00;3753,00;16,07;5,65;284,45;0
91;2020-11-27;1319401,00;203,00;3940,00;15,39;5,15;298,62;0
91;2020-11-28;1319401,00;96,00;1795,00;7,28;5,35;136,05;0
91;2020-11-29;1319401,00;19,00;309,00;1,44;6,15;23,42;0
91;2020-11-30;1319401,00;257,00;4088,00;19,48;6,29;309,84;0
92;2020-11-01;1613762,00;157,00;1085,00;9,73;14,47;67,23;0
92;2020-11-02;1613762,00;1704,00;10071,00;105,59;16,92;624,07;0
92;2020-11-03;1613762,00;1115,00;7619,00;69,09;14,63;472,13;0
92;2020-11-04;1613762,00;940,00;7098,00;58,25;13,24;439,84;0
92;2020-11-05;1613762,00;870,00;6986,00;53,91;12,45;432,90;0
92;2020-11-06;1613762,00;802,00;7257,00;49,70;11,05;449,69;0
92;2020-11-07;1613762,00;341,00;2734,00;21,13;12,47;169,42;0
92;2020-11-08;1613762,00;83,00;727,00;5,14;11,42;45,05;0
92;2020-11-09;1613762,00;906,00;7440,00;56,14;12,18;461,03;0
92;2020-11-10;1613762,00;628,00;6464,00;38,92;9,72;400,55;0
92;2020-11-11;1613762,00;73,00;1010,00;4,52;7,23;62,59;0
92;2020-11-12;1613762,00;678,00;6943,00;42,01;9,77;430,24;0
92;2020-11-13;1613762,00;510,00;5527,00;31,60;9,23;342,49;0
92;2020-11-14;1613762,00;233,00;2272,00;14,44;10,26;140,79;0
92;2020-11-15;1613762,00;44,00;620,00;2,73;7,10;38,42;0
92;2020-11-16;1613762,00;527,00;6008,00;32,66;8,77;372,30;0
92;2020-11-17;1613762,00;373,00;5214,00;23,11;7,15;323,10;0
92;2020-11-18;1613762,00;331,00;4801,00;20,51;6,89;297,50;0
92;2020-11-19;1613762,00;294,00;5165,00;18,22;5,69;320,06;0
92;2020-11-20;1613762,00;295,00;5176,00;18,28;5,70;320,74;0
92;2020-11-21;1613762,00;181,00;2555,00;11,22;7,08;158,33;0
92;2020-11-22;1613762,00;51,00;708,00;3,16;7,20;43,87;0
92;2020-11-23;1613762,00;338,00;5994,00;20,94;5,64;371,43;0
92;2020-11-24;1613762,00;242,00;4945,00;15,00;4,89;306,43;0
92;2020-11-25;1613762,00;282,00;4901,00;17,47;5,75;303,70;0
92;2020-11-26;1613762,00;292,00;5313,00;18,09;5,50;329,23;0
92;2020-11-27;1613762,00;261,00;5112,00;16,17;5,11;316,78;0
92;2020-11-28;1613762,00;134,00;2533,00;8,30;5,29;156,96;0
92;2020-11-29;1613762,00;28,00;692,00;1,74;4,05;42,88;0
92;2020-11-30;1613762,00;281,00;5783,00;17,41;4,86;358,36;0
93;2020-11-01;1670149,00;203,00;1003,00;12,15;20,24;60,05;0
93;2020-11-02;1670149,00;1627,00;7316,00;97,42;22,24;438,04;0
93;2020-11-03;1670149,00;1383,00;6609,00;82,81;20,93;395,71;0
93;2020-11-04;1670149,00;1237,00;5991,00;74,07;20,65;358,71;0
93;2020-11-05;1670149,00;1030,00;5641,00;61,67;18,26;337,75;0
93;2020-11-06;1670149,00;968,00;6200,00;57,96;15,61;371,22;0
93;2020-11-07;1670149,00;374,00;2175,00;22,39;17,20;130,23;0
93;2020-11-08;1670149,00;107,00;768,00;6,41;13,93;45,98;0
93;2020-11-09;1670149,00;1022,00;6245,00;61,19;16,37;373,92;0
93;2020-11-10;1670149,00;820,00;5788,00;49,10;14,17;346,56;0
93;2020-11-11;1670149,00;143,00;1054,00;8,56;13,57;63,11;0
93;2020-11-12;1670149,00;800,00;5651,00;47,90;14,16;338,35;0
93;2020-11-13;1670149,00;628,00;5077,00;37,60;12,37;303,98;0
93;2020-11-14;1670149,00;219,00;1997,00;13,11;10,97;119,57;0
93;2020-11-15;1670149,00;76,00;584,00;4,55;13,01;34,97;0
93;2020-11-16;1670149,00;694,00;5522,00;41,55;12,57;330,63;0
93;2020-11-17;1670149,00;575,00;4952,00;34,43;11,61;296,50;0
93;2020-11-18;1670149,00;498,00;4688,00;29,82;10,62;280,69;0
93;2020-11-19;1670149,00;496,00;4887,00;29,70;10,15;292,61;0
93;2020-11-20;1670149,00;454,00;4960,00;27,18;9,15;296,98;0
93;2020-11-21;1670149,00;303,00;2751,00;18,14;11,01;164,72;0
93;2020-11-22;1670149,00;60,00;712,00;3,59;8,43;42,63;0
93;2020-11-23;1670149,00;525,00;5682,00;31,43;9,24;340,21;0
93;2020-11-24;1670149,00;404,00;4544,00;24,19;8,89;272,07;0
93;2020-11-25;1670149,00;413,00;5063,00;24,73;8,16;303,15;0
93;2020-11-26;1670149,00;412,00;5016,00;24,67;8,21;300,33;0
93;2020-11-27;1670149,00;402,00;5175,00;24,07;7,77;309,85;0
93;2020-11-28;1670149,00;213,00;2631,00;12,75;8,10;157,53;0
93;2020-11-29;1670149,00;71,00;903,00;4,25;7,86;54,07;0
93;2020-11-30;1670149,00;496,00;5633,00;29,70;8,81;337,28;0
94;2020-11-01;1406041,00;130,00;1094,00;9,25;11,88;77,81;0
94;2020-11-02;1406041,00;1397,00;7991,00;99,36;17,48;568,33;0
94;2020-11-03;1406041,00;1179,00;6725,00;83,85;17,53;478,29;0
94;2020-11-04;1406041,00;1024,00;6416,00;72,83;15,96;456,32;0
94;2020-11-05;1406041,00;898,00;5897,00;63,87;15,23;419,40;0
94;2020-11-06;1406041,00;823,00;6191,00;58,53;13,29;440,31;0
94;2020-11-07;1406041,00;306,00;2274,00;21,76;13,46;161,73;0
94;2020-11-08;1406041,00;73,00;688,00;5,19;10,61;48,93;0
94;2020-11-09;1406041,00;944,00;6731,00;67,14;14,02;478,72;0
94;2020-11-10;1406041,00;671,00;5278,00;47,72;12,71;375,38;0
94;2020-11-11;1406041,00;119,00;1220,00;8,46;9,75;86,77;0
94;2020-11-12;1406041,00;697,00;5823,00;49,57;11,97;414,14;0
94;2020-11-13;1406041,00;539,00;5103,00;38,33;10,56;362,93;0
94;2020-11-14;1406041,00;184,00;1817,00;13,09;10,13;129,23;0
94;2020-11-15;1406041,00;56,00;689,00;3,98;8,13;49,00;0
94;2020-11-16;1406041,00;629,00;5582,00;44,74;11,27;397,00;0
94;2020-11-17;1406041,00;494,00;4549,00;35,13;10,86;323,53;0
94;2020-11-18;1406041,00;437,00;4622,00;31,08;9,45;328,72;0
94;2020-11-19;1406041,00;376,00;4518,00;26,74;8,32;321,33;0
94;2020-11-20;1406041,00;366,00;4612,00;26,03;7,94;328,01;0
94;2020-11-21;1406041,00;153,00;2194,00;10,88;6,97;156,04;0
94;2020-11-22;1406041,00;59,00;730,00;4,20;8,08;51,92;0
94;2020-11-23;1406041,00;423,00;5135,00;30,08;8,24;365,21;0
94;2020-11-24;1406041,00;305,00;4287,00;21,69;7,11;304,90;0
94;2020-11-25;1406041,00;348,00;4351,00;24,75;8,00;309,45;0
94;2020-11-26;1406041,00;322,00;4220,00;22,90;7,63;300,13;0
94;2020-11-27;1406041,00;275,00;4764,00;19,56;5,77;338,82;0
94;2020-11-28;1406041,00;145,00;1971,00;10,31;7,36;140,18;0
94;2020-11-29;1406041,00;35,00;676,00;2,49;5,18;48,08;0
94;2020-11-30;1406041,00;369,00;4948,00;26,24;7,46;351,91;0
95;2020-11-01;1248354,00;145,00;709,00;11,62;20,45;56,79;0
95;2020-11-02;1248354,00;1418,00;6873,00;113,59;20,63;550,56;0
95;2020-11-03;1248354,00;1104,00;5684,00;88,44;19,42;455,32;0
95;2020-11-04;1248354,00;840,00;4893,00;67,29;17,17;391,96;0
95;2020-11-05;1248354,00;854,00;5086,00;68,41;16,79;407,42;0
95;2020-11-06;1248354,00;805,00;5581,00;64,48;14,42;447,07;0
95;2020-11-07;1248354,00;315,00;2197,00;25,23;14,34;175,99;0
95;2020-11-08;1248354,00;66,00;438,00;5,29;15,07;35,09;0
