dep;jour;pop;P;T;Ti;Tp;Td;cl_age90
01;2020-05-13;656955,00;9,00;340,00;1,37;2,65;51,75;0
01;2020-05-14;656955,00;9,00;440,00;1,37;2,05;66,98;0
01;2020-05-15;656955,00;5,00;454,00;0,76;1,10;69,11;0
01;2020-05-16;656955,00;0,00;151,00;0,00;0,00;22,98;0
01;2020-05-17;656955,00;0,00;32,00;0,00;0,00;4,87;0
01;2020-05-18;656955,00;11,00;584,00;1,67;1,88;88,89;0
01;2020-05-19;656955,00;9,00;636,00;1,37;1,42;96,81;0
01;2020-05-20;656955,00;11,00;505,00;1,67;2,18;76,87;0
01;2020-05-21;656955,00;1,00;44,00;0,15;2,27;6,70;0
01;2020-05-22;656955,00;7,00;376,00;1,07;1,86;57,23;0
01;2020-05-23;656955,00;2,00;152,00;0,30;1,32;23,14;0
01;2020-05-24;656955,00;0,00;51,00;0,00;0,00;7,76;0
01;2020-05-25;656955,00;3,00;414,00;0,46;0,72;63,02;0
01;2020-05-26;656955,00;2,00;522,00;0,30;0,38;79,46;0
01;2020-05-27;656955,00;4,00;361,00;0,61;1,11;54,95;0
01;2020-05-28;656955,00;1,00;359,00;0,15;0,28;54,65;0
01;2020-05-29;656955,00;6,00;334,00;0,91;1,80;50,84;0
01;2020-05-30;656955,00;2,00;188,00;0,30;1,06;28,62;0
01;2020-05-31;656955,00;1,00;43,00;0,15;2,33;6,55;0
02;2020-05-13;526050,00;14,00;298,00;2,66;4,70;56,65;0
02;2020-05-14;526050,00;15,00;526,00;2,85;2,85;99,99;0
02;2020-05-15;526050,00;14,00;359,00;2,66;3,90;68,24;0
02;2020-05-16;526050,00;7,00;147,00;1,33;4,76;27,94;0
02;2020-05-17;526050,00;2,00;61,00;0,38;3,28;11,60;0
02;2020-05-18;526050,00;6,00;325,00;1,14;1,85;61,78;0
02;2020-05-19;526050,00;8,00;283,00;1,52;2,83;53,80;0
02;2020-05-20;526050,00;14,00;248,00;2,66;5,65;47,14;0
02;2020-05-21;526050,00;2,00;89,00;0,38;2,25;16,92;0
02;2020-05-22;526050,00;8,00;275,00;1,52;2,91;52,28;0
02;2020-05-23;526050,00;2,00;84,00;0,38;2,38;15,97;0
02;2020-05-24;526050,00;1,00;15,00;0,19;6,67;2,85;0
02;2020-05-25;526050,00;16,00;235,00;3,04;6,81;44,67;0
02;2020-05-26;526050,00;8,00;383,00;1,52;2,09;72,81;0
02;2020-05-27;526050,00;4,00;317,00;0,76;1,26;60,26;0
02;2020-05-28;526050,00;11,00;373,00;2,09;2,95;70,91;0
02;2020-05-29;526050,00;1,00;313,00;0,19;0,32;59,50;0
02;2020-05-30;526050,00;3,00;122,00;0,57;2,46;23,19;0
02;2020-05-31;526050,00;0,00;16,00;0,00;0,00;3,04;0
03;2020-05-13;331315,00;0,00;164,00;0,00;0,00;49,50;0
03;2020-05-14;331315,00;2,00;154,00;0,60;1,30;46,48;0
03;2020-05-15;331315,00;2,00;172,00;0,60;1,16;51,91;0
03;2020-05-16;331315,00;2,00;79,00;0,60;2,53;23,84;0
03;2020-05-17;331315,00;1,00;41,00;0,30;2,44;12,37;0
03;2020-05-18;331315,00;1,00;297,00;0,30;0,34;89,64;0
03;2020-05-19;331315,00;4,00;173,00;1,21;2,31;52,22;0
03;2020-05-20;331315,00;4,00;167,00;1,21;2,40;50,41;0
03;2020-05-21;331315,00;0,00;20,00;0,00;0,00;6,04;0
03;2020-05-22;331315,00;17,00;360,00;5,13;4,72;108,66;0
03;2020-05-23;331315,00;1,00;113,00;0,30;0,88;34,11;0
03;2020-05-24;331315,00;0,00;28,00;0,00;0,00;8,45;0
03;2020-05-25;331315,00;4,00;193,00;1,21;2,07;58,25;0
03;2020-05-26;331315,00;1,00;221,00;0,30;0,45;66,70;0
03;2020-05-27;331315,00;0,00;174,00;0,00;0,00;52,52;0
03;2020-05-28;331315,00;2,00;125,00;0,60;1,60;37,73;0
03;2020-05-29;331315,00;2,00;191,00;0,60;1,05;57,65;0
03;2020-05-30;331315,00;0,00;173,00;0,00;0,00;52,22;0
03;2020-05-31;331315,00;0,00;21,00;0,00;0,00;6,34;0
04;2020-05-13;165197,00;1,00;99,00;0,61;1,01;59,93;0
04;2020-05-14;165197,00;2,00;117,00;1,21;1,71;70,82;0
04;2020-05-15;165197,00;1,00;94,00;0,61;1,06;56,90;0
04;2020-05-16;165197,00;0,00;33,00;0,00;0,00;19,98;0
04;2020-05-17;165197,00;0,00;19,00;0,00;0,00;11,50;0
04;2020-05-18;165197,00;0,00;71,00;0,00;0,00;42,98;0
04;2020-05-19;165197,00;0,00;93,00;0,00;0,00;56,30;0
04;2020-05-20;165197,00;2,00;114,00;1,21;1,75;69,01;0
04;2020-05-21;165197,00;0,00;19,00;0,00;0,00;11,50;0
04;2020-05-22;165197,00;1,00;134,00;0,61;0,75;81,12;0
04;2020-05-23;165197,00;1,00;39,00;0,61;2,56;23,61;0
04;2020-05-24;165197,00;0,00;14,00;0,00;0,00;8,47;0
04;2020-05-25;165197,00;0,00;144,00;0,00;0,00;87,17;0
04;2020-05-26;165197,00;0,00;89,00;0,00;0,00;53,88;0
04;2020-05-27;165197,00;0,00;82,00;0,00;0,00;49,64;0
04;2020-05-28;165197,00;2,00;103,00;1,21;1,94;62,35;0
04;2020-05-29;165197,00;0,00;118,00;0,00;0,00;71,43;0
04;2020-05-30;165197,00;0,00;27,00;0,00;0,00;16,34;0
04;2020-05-31;165197,00;0,00;13,00;0,00;0,00;7,87;0
05;2020-05-13;141756,00;0,00;33,00;0,00;0,00;23,28;0
05;2020-05-14;141756,00;7,00;67,00;4,94;10,45;47,26;0
05;2020-05-15;141756,00;0,00;32,00;0,00;0,00;22,57;0
05;2020-05-16;141756,00;0,00;9,00;0,00;0,00;6,35;0
05;2020-05-17;141756,00;0,00;15,00;0,00;0,00;10,58;0
05;2020-05-18;141756,00;2,00;78,00;1,41;2,56;55,02;0
05;2020-05-19;141756,00;5,00;112,00;3,53;4,46;79,01;0
05;2020-05-20;141756,00;2,00;73,00;1,41;2,74;51,50;0
05;2020-05-21;141756,00;0,00;15,00;0,00;0,00;10,58;0
05;2020-05-22;141756,00;0,00;37,00;0,00;0,00;26,10;0
05;2020-05-23;141756,00;0,00;11,00;0,00;0,00;7,76;0
05;2020-05-24;141756,00;0,00;8,00;0,00;0,00;5,64;0
05;2020-05-25;141756,00;0,00;66,00;0,00;0,00;46,56;0
05;2020-05-26;141756,00;1,00;111,00;0,71;0,90;78,30;0
05;2020-05-27;141756,00;1,00;139,00;0,71;0,72;98,06;0
05;2020-05-28;141756,00;0,00;102,00;0,00;0,00;71,95;0
05;2020-05-29;141756,00;0,00;48,00;0,00;0,00;33,86;0
05;2020-05-30;141756,00;0,00;11,00;0,00;0,00;7,76;0
05;2020-05-31;141756,00;0,00;7,00;0,00;0,00;4,94;0
06;2020-05-13;1079396,00;20,00;832,00;1,85;2,40;77,08;0
06;2020-05-14;1079396,00;24,00;773,00;2,22;3,10;71,61;0
06;2020-05-15;1079396,00;20,00;1113,00;1,85;1,80;103,11;0
06;2020-05-16;1079396,00;2,00;276,00;0,19;0,72;25,57;0
06;2020-05-17;1079396,00;2,00;128,00;0,19;1,56;11,86;0
06;2020-05-18;1079396,00;48,00;1163,00;4,45;4,13;107,75;0
06;2020-05-19;1079396,00;12,00;1323,00;1,11;0,91;122,57;0
06;2020-05-20;1079396,00;5,00;1402,00;0,46;0,36;129,89;0
06;2020-05-21;1079396,00;2,00;157,00;0,19;1,27;14,55;0
06;2020-05-22;1079396,00;4,00;1178,00;0,37;0,34;109,14;0
06;2020-05-23;1079396,00;3,00;312,00;0,28;0,96;28,91;0
06;2020-05-24;1079396,00;1,00;88,00;0,09;1,14;8,15;0
06;2020-05-25;1079396,00;13,00;1211,00;1,20;1,07;112,19;0
06;2020-05-26;1079396,00;13,00;980,00;1,20;1,33;90,79;0
06;2020-05-27;1079396,00;12,00;915,00;1,11;1,31;84,77;0
06;2020-05-28;1079396,00;5,00;900,00;0,46;0,56;83,38;0
06;2020-05-29;1079396,00;3,00;1125,00;0,28;0,27;104,22;0
06;2020-05-30;1079396,00;1,00;415,00;0,09;0,24;38,45;0
06;2020-05-31;1079396,00;0,00;134,00;0,00;0,00;12,41;0
07;2020-05-13;326875,00;4,00;64,00;1,22;6,25;19,58;0
07;2020-05-14;326875,00;4,00;134,00;1,22;2,99;40,99;0
07;2020-05-15;326875,00;5,00;143,00;1,53;3,50;43,75;0
07;2020-05-16;326875,00;0,00;43,00;0,00;0,00;13,15;0
07;2020-05-17;326875,00;0,00;21,00;0,00;0,00;6,42;0
07;2020-05-18;326875,00;2,00;138,00;0,61;1,45;42,22;0
07;2020-05-19;326875,00;1,00;120,00;0,31;0,83;36,71;0
07;2020-05-20;326875,00;1,00;110,00;0,31;0,91;33,65;0
07;2020-05-21;326875,00;0,00;20,00;0,00;0,00;6,12;0
07;2020-05-22;326875,00;1,00;119,00;0,31;0,84;36,41;0
07;2020-05-23;326875,00;2,00;52,00;0,61;3,85;15,91;0
07;2020-05-24;326875,00;0,00;12,00;0,00;0,00;3,67;0
07;2020-05-25;326875,00;1,00;134,00;0,31;0,75;40,99;0
07;2020-05-26;326875,00;2,00;139,00;0,61;1,44;42,52;0
07;2020-05-27;326875,00;3,00;108,00;0,92;2,78;33,04;0
07;2020-05-28;326875,00;2,00;117,00;0,61;1,71;35,79;0
07;2020-05-29;326875,00;6,00;91,00;1,84;6,59;27,84;0
07;2020-05-30;326875,00;4,00;46,00;1,22;8,70;14,07;0
07;2020-05-31;326875,00;1,00;25,00;0,31;4,00;7,65;0
08;2020-05-13;265531,00;6,00;100,00;2,26;6,00;37,66;0
08;2020-05-14;265531,00;2,00;108,00;0,75;1,85;40,67;0
08;2020-05-15;265531,00;6,00;122,00;2,26;4,92;45,95;0
08;2020-05-16;265531,00;1,00;56,00;0,38;1,79;21,09;0
08;2020-05-17;265531,00;0,00;27,00;0,00;0,00;10,17;0
08;2020-05-18;265531,00;2,00;97,00;0,75;2,06;36,53;0
08;2020-05-19;265531,00;3,00;98,00;1,13;3,06;36,91;0
08;2020-05-20;265531,00;6,00;155,00;2,26;3,87;58,37;0
08;2020-05-21;265531,00;0,00;73,00;0,00;0,00;27,49;0
08;2020-05-22;265531,00;3,00;156,00;1,13;1,92;58,75;0
08;2020-05-23;265531,00;1,00;49,00;0,38;2,04;18,45;0
08;2020-05-24;265531,00;0,00;16,00;0,00;0,00;6,03;0
08;2020-05-25;265531,00;3,00;100,00;1,13;3,00;37,66;0
08;2020-05-26;265531,00;1,00;121,00;0,38;0,83;45,57;0
08;2020-05-27;265531,00;1,00;119,00;0,38;0,84;44,82;0
08;2020-05-28;265531,00;2,00;147,00;0,75;1,36;55,36;0
08;2020-05-29;265531,00;0,00;79,00;0,00;0,00;29,75;0
08;2020-05-30;265531,00;0,00;58,00;0,00;0,00;21,84;0
08;2020-05-31;265531,00;0,00;13,00;0,00;0,00;4,90;0
09;2020-05-13;152398,00;1,00;52,00;0,66;1,92;34,12;0
09;2020-05-14;152398,00;0,00;68,00;0,00;0,00;44,62;0
09;2020-05-15;152398,00;0,00;48,00;0,00;0,00;31,50;0
09;2020-05-16;152398,00;0,00;30,00;0,00;0,00;19,69;0
09;2020-05-17;152398,00;0,00;6,00;0,00;0,00;3,94;0
09;2020-05-18;152398,00;0,00;71,00;0,00;0,00;46,59;0
09;2020-05-19;152398,00;0,00;60,00;0,00;0,00;39,37;0
09;2020-05-20;152398,00;0,00;43,00;0,00;0,00;28,22;0
09;2020-05-21;152398,00;0,00;8,00;0,00;0,00;5,25;0
09;2020-05-22;152398,00;0,00;52,00;0,00;0,00;34,12;0
09;2020-05-23;152398,00;0,00;11,00;0,00;0,00;7,22;0
09;2020-05-24;152398,00;0,00;3,00;0,00;0,00;1,97;0
09;2020-05-25;152398,00;0,00;197,00;0,00;0,00;129,27;0
09;2020-05-26;152398,00;0,00;71,00;0,00;0,00;46,59;0
09;2020-05-27;152398,00;0,00;48,00;0,00;0,00;31,50;0
09;2020-05-28;152398,00;0,00;62,00;0,00;0,00;40,68;0
09;2020-05-29;152398,00;0,00;46,00;0,00;0,00;30,18;0
09;2020-05-30;152398,00;0,00;18,00;0,00;0,00;11,81;0
09;2020-05-31;152398,00;0,00;5,00;0,00;0,00;3,28;0
10;2020-05-13;309907,00;3,00;225,00;0,97;1,33;72,60;0
10;2020-05-14;309907,00;0,00;191,00;0,00;0,00;61,63;0
10;2020-05-15;309907,00;5,00;259,00;1,61;1,93;83,57;0
10;2020-05-16;309907,00;0,00;33,00;0,00;0,00;10,65;0
10;2020-05-17;309907,00;0,00;10,00;0,00;0,00;3,23;0
10;2020-05-18;309907,00;4,00;209,00;1,29;1,91;67,44;0
10;2020-05-19;309907,00;3,00;250,00;0,97;1,20;80,67;0
10;2020-05-20;309907,00;10,00;282,00;3,23;3,55;91,00;0
10;2020-05-21;309907,00;0,00;12,00;0,00;0,00;3,87;0
10;2020-05-22;309907,00;0,00;183,00;0,00;0,00;59,05;0
10;2020-05-23;309907,00;1,00;41,00;0,32;2,44;13,23;0
10;2020-05-24;309907,00;0,00;18,00;0,00;0,00;5,81;0
10;2020-05-25;309907,00;4,00;199,00;1,29;2,01;64,21;0
10;2020-05-26;309907,00;8,00;192,00;2,58;4,17;61,95;0
10;2020-05-27;309907,00;1,00;175,00;0,32;0,57;56,47;0
10;2020-05-28;309907,00;2,00;160,00;0,65;1,25;51,63;0
10;2020-05-29;309907,00;5,00;186,00;1,61;2,69;60,02;0
10;2020-05-30;309907,00;1,00;44,00;0,32;2,27;14,20;0
10;2020-05-31;309907,00;0,00;6,00;0,00;0,00;1,94;0
11;2020-05-13;372705,00;13,00;265,00;3,49;4,91;71,10;0
11;2020-05-14;372705,00;34,00;315,00;9,12;10,79;84,52;0
11;2020-05-15;372705,00;1,00;293,00;0,27;0,34;78,61;0
11;2020-05-16;372705,00;0,00;55,00;0,00;0,00;14,76;0
11;2020-05-17;372705,00;0,00;36,00;0,00;0,00;9,66;0
11;2020-05-18;372705,00;9,00;365,00;2,41;2,47;97,93;0
11;2020-05-19;372705,00;3,00;291,00;0,80;1,03;78,08;0
11;2020-05-20;372705,00;7,00;263,00;1,88;2,66;70,57;0
11;2020-05-21;372705,00;0,00;172,00;0,00;0,00;46,15;0
11;2020-05-22;372705,00;4,00;521,00;1,07;0,77;139,79;0
11;2020-05-23;372705,00;0,00;77,00;0,00;0,00;20,66;0
11;2020-05-24;372705,00;1,00;33,00;0,27;3,03;8,85;0
11;2020-05-25;372705,00;2,00;303,00;0,54;0,66;81,30;0
11;2020-05-26;372705,00;0,00;247,00;0,00;0,00;66,27;0
11;2020-05-27;372705,00;0,00;253,00;0,00;0,00;67,88;0
11;2020-05-28;372705,00;0,00;194,00;0,00;0,00;52,05;0
11;2020-05-29;372705,00;1,00;234,00;0,27;0,43;62,78;0
11;2020-05-30;372705,00;0,00;83,00;0,00;0,00;22,27;0
11;2020-05-31;372705,00;0,00;25,00;0,00;0,00;6,71;0
12;2020-05-13;278360,00;2,00;77,00;0,72;2,60;27,66;0
12;2020-05-14;278360,00;14,00;125,00;5,03;11,20;44,91;0
12;2020-05-15;278360,00;11,00;107,00;3,95;10,28;38,44;0
12;2020-05-16;278360,00;1,00;72,00;0,36;1,39;25,87;0
12;2020-05-17;278360,00;0,00;13,00;0,00;0,00;4,67;0
12;2020-05-18;278360,00;3,00;131,00;1,08;2,29;47,06;0
12;2020-05-19;278360,00;2,00;347,00;0,72;0,58;124,66;0
12;2020-05-20;278360,00;0,00;136,00;0,00;0,00;48,86;0
12;2020-05-21;278360,00;0,00;10,00;0,00;0,00;3,59;0
12;2020-05-22;278360,00;0,00;112,00;0,00;0,00;40,24;0
12;2020-05-23;278360,00;0,00;68,00;0,00;0,00;24,43;0
12;2020-05-24;278360,00;0,00;14,00;0,00;0,00;5,03;0
12;2020-05-25;278360,00;2,00;105,00;0,72;1,90;37,72;0
12;2020-05-26;278360,00;1,00;116,00;0,36;0,86;41,67;0
12;2020-05-27;278360,00;0,00;222,00;0,00;0,00;79,75;0
12;2020-05-28;278360,00;1,00;254,00;0,36;0,39;91,25;0
12;2020-05-29;278360,00;0,00;114,00;0,00;0,00;40,95;0
12;2020-05-30;278360,00;0,00;68,00;0,00;0,00;24,43;0
12;2020-05-31;278360,00;0,00;10,00;0,00;0,00;3,59;0
13;2020-05-13;2034469,00;63,00;3195,00;3,10;1,97;157,04;0
13;2020-05-14;2034469,00;49,00;3204,00;2,41;1,53;157,49;0
13;2020-05-15;2034469,00;48,00;3194,00;2,36;1,50;156,99;0
13;2020-05-16;2034469,00;13,00;1059,00;0,64;1,23;52,05;0
13;2020-05-17;2034469,00;3,00;376,00;0,15;0,80;18,48;0
13;2020-05-18;2034469,00;59,00;3132,00;2,90;1,88;153,95;0
13;2020-05-19;2034469,00;32,00;3275,00;1,57;0,98;160,98;0
13;2020-05-20;2034469,00;46,00;3499,00;2,26;1,31;171,99;0
13;2020-05-21;2034469,00;8,00;777,00;0,39;1,03;38,19;0
13;2020-05-22;2034469,00;33,00;2951,00;1,62;1,12;145,05;0
13;2020-05-23;2034469,00;8,00;983,00;0,39;0,81;48,32;0
13;2020-05-24;2034469,00;1,00;356,00;0,05;0,28;17,50;0
13;2020-05-25;2034469,00;23,00;2932,00;1,13;0,78;144,12;0
13;2020-05-26;2034469,00;26,00;3414,00;1,28;0,76;167,81;0
13;2020-05-27;2034469,00;22,00;2509,00;1,08;0,88;123,32;0
13;2020-05-28;2034469,00;33,00;2520,00;1,62;1,31;123,87;0
13;2020-05-29;2034469,00;12,00;2764,00;0,59;0,43;135,86;0
13;2020-05-30;2034469,00;9,00;1149,00;0,44;0,78;56,48;0
13;2020-05-31;2034469,00;21,00;384,00;1,03;5,47;18,87;0
14;2020-05-13;691453,00;3,00;475,00;0,43;0,63;68,70;0
14;2020-05-14;691453,00;7,00;500,00;1,01;1,40;72,31;0
14;2020-05-15;691453,00;3,00;688,00;0,43;0,44;99,50;0
14;2020-05-16;691453,00;1,00;317,00;0,14;0,32;45,85;0
14;2020-05-17;691453,00;5,00;160,00;0,72;3,12;23,14;0
14;2020-05-18;691453,00;2,00;623,00;0,29;0,32;90,10;0
14;2020-05-19;691453,00;3,00;495,00;0,43;0,61;71,59;0
14;2020-05-20;691453,00;0,00;612,00;0,00;0,00;88,51;0
14;2020-05-21;691453,00;0,00;198,00;0,00;0,00;28,64;0
14;2020-05-22;691453,00;1,00;688,00;0,14;0,15;99,50;0
14;2020-05-23;691453,00;3,00;315,00;0,43;0,95;45,56;0
14;2020-05-24;691453,00;0,00;179,00;0,00;0,00;25,89;0
14;2020-05-25;691453,00;1,00;664,00;0,14;0,15;96,03;0
14;2020-05-26;691453,00;2,00;636,00;0,29;0,31;91,98;0
14;2020-05-27;691453,00;1,00;450,00;0,14;0,22;65,08;0
14;2020-05-28;691453,00;1,00;348,00;0,14;0,29;50,33;0
14;2020-05-29;691453,00;3,00;492,00;0,43;0,61;71,15;0
14;2020-05-30;691453,00;1,00;385,00;0,14;0,26;55,68;0
14;2020-05-31;691453,00;1,00;268,00;0,14;0,37;38,76;0
15;2020-05-13;142811,00;0,00;46,00;0,00;0,00;32,21;0
15;2020-05-14;142811,00;2,00;54,00;1,40;3,70;37,81;0
15;2020-05-15;142811,00;0,00;58,00;0,00;0,00;40,61;0
15;2020-05-16;142811,00;0,00;49,00;0,00;0,00;34,31;0
15;2020-05-17;142811,00;0,00;5,00;0,00;0,00;3,50;0
15;2020-05-18;142811,00;3,00;112,00;2,10;2,68;78,43;0
15;2020-05-19;142811,00;0,00;53,00;0,00;0,00;37,11;0
15;2020-05-20;142811,00;0,00;72,00;0,00;0,00;50,42;0
15;2020-05-21;142811,00;0,00;4,00;0,00;0,00;2,80;0
15;2020-05-22;142811,00;2,00;57,00;1,40;3,51;39,91;0
15;2020-05-23;142811,00;0,00;21,00;0,00;0,00;14,70;0
15;2020-05-24;142811,00;0,00;10,00;0,00;0,00;7,00;0
15;2020-05-25;142811,00;0,00;66,00;0,00;0,00;46,21;0
15;2020-05-26;142811,00;0,00;80,00;0,00;0,00;56,02;0
15;2020-05-27;142811,00;1,00;65,00;0,70;1,54;45,51;0
15;2020-05-28;142811,00;0,00;59,00;0,00;0,00;41,31;0
15;2020-05-29;142811,00;0,00;89,00;0,00;0,00;62,32;0
15;2020-05-30;142811,00;0,00;15,00;0,00;0,00;10,50;0
15;2020-05-31;142811,00;0,00;17,00;0,00;0,00;11,90;0
16;2020-05-13;348180,00;1,00;148,00;0,29;0,68;42,51;0
16;2020-05-14;348180,00;2,00;159,00;0,57;1,26;45,67;0
16;2020-05-15;348180,00;2,00;70,00;0,57;2,86;20,10;0
16;2020-05-16;348180,00;0,00;4,00;0,00;0,00;1,15;0
16;2020-05-17;348180,00;0,00;16,00;0,00;0,00;4,60;0
16;2020-05-18;348180,00;5,00;178,00;1,44;2,81;51,12;0
16;2020-05-19;348180,00;3,00;130,00;0,86;2,31;37,34;0
16;2020-05-20;348180,00;8,00;139,00;2,30;5,76;39,92;0
16;2020-05-21;348180,00;0,00;39,00;0,00;0,00;11,20;0
16;2020-05-22;348180,00;7,00;267,00;2,01;2,62;76,68;0
16;2020-05-23;348180,00;1,00;78,00;0,29;1,28;22,40;0
16;2020-05-24;348180,00;0,00;16,00;0,00;0,00;4,60;0
16;2020-05-25;348180,00;1,00;200,00;0,29;0,50;57,44;0
16;2020-05-26;348180,00;5,00;202,00;1,44;2,48;58,02;0
16;2020-05-27;348180,00;0,00;146,00;0,00;0,00;41,93;0
16;2020-05-28;348180,00;0,00;238,00;0,00;0,00;68,36;0
16;2020-05-29;348180,00;0,00;149,00;0,00;0,00;42,79;0
16;2020-05-30;348180,00;0,00;54,00;0,00;0,00;15,51;0
16;2020-05-31;348180,00;0,00;22,00;0,00;0,00;6,32;0
17;2020-05-13;647080,00;1,00;227,00;0,15;0,44;35,08;0
17;2020-05-14;647080,00;0,00;283,00;0,00;0,00;43,73;0
17;2020-05-15;647080,00;1,00;130,00;0,15;0,77;20,09;0
17;2020-05-16;647080,00;0,00;22,00;0,00;0,00;3,40;0
17;2020-05-17;647080,00;0,00;14,00;0,00;0,00;2,16;0
17;2020-05-18;647080,00;3,00;394,00;0,46;0,76;60,89;0
17;2020-05-19;647080,00;1,00;345,00;0,15;0,29;53,32;0
17;2020-05-20;647080,00;1,00;215,00;0,15;0,47;33,23;0
17;2020-05-21;647080,00;0,00;25,00;0,00;0,00;3,86;0
17;2020-05-22;647080,00;1,00;197,00;0,15;0,51;30,44;0
17;2020-05-23;647080,00;0,00;44,00;0,00;0,00;6,80;0
17;2020-05-24;647080,00;0,00;31,00;0,00;0,00;4,79;0
17;2020-05-25;647080,00;2,00;361,00;0,31;0,55;55,79;0
17;2020-05-26;647080,00;1,00;220,00;0,15;0,45;34,00;0
17;2020-05-27;647080,00;1,00;226,00;0,15;0,44;34,93;0
17;2020-05-28;647080,00;1,00;142,00;0,15;0,70;21,94;0
17;2020-05-29;647080,00;0,00;137,00;0,00;0,00;21,17;0
17;2020-05-30;647080,00;0,00;70,00;0,00;0,00;10,82;0
17;2020-05-31;647080,00;0,00;31,00;0,00;0,00;4,79;0
18;2020-05-13;296404,00;2,00;100,00;0,67;2,00;33,74;0
18;2020-05-14;296404,00;1,00;91,00;0,34;1,10;30,70;0
18;2020-05-15;296404,00;5,00;108,00;1,69;4,63;36,44;0
18;2020-05-16;296404,00;0,00;23,00;0,00;0,00;7,76;0
18;2020-05-17;296404,00;0,00;10,00;0,00;0,00;3,37;0
18;2020-05-18;296404,00;2,00;131,00;0,67;1,53;44,20;0
18;2020-05-19;296404,00;2,00;129,00;0,67;1,55;43,52;0
18;2020-05-20;296404,00;5,00;215,00;1,69;2,33;72,54;0
18;2020-05-21;296404,00;0,00;15,00;0,00;0,00;5,06;0
18;2020-05-22;296404,00;1,00;116,00;0,34;0,86;39,14;0
18;2020-05-23;296404,00;1,00;21,00;0,34;4,76;7,08;0
18;2020-05-24;296404,00;0,00;7,00;0,00;0,00;2,36;0
18;2020-05-25;296404,00;1,00;113,00;0,34;0,88;38,12;0
18;2020-05-26;296404,00;1,00;102,00;0,34;0,98;34,41;0
18;2020-05-27;296404,00;1,00;190,00;0,34;0,53;64,10;0
18;2020-05-28;296404,00;0,00;113,00;0,00;0,00;38,12;0
18;2020-05-29;296404,00;1,00;142,00;0,34;0,70;47,91;0
18;2020-05-30;296404,00;1,00;26,00;0,34;3,85;8,77;0
18;2020-05-31;296404,00;0,00;2,00;0,00;0,00;0,67;0
19;2020-05-13;240336,00;3,00;174,00;1,25;1,72;72,40;0
19;2020-05-14;240336,00;1,00;243,00;0,42;0,41;101,11;0
19;2020-05-15;240336,00;1,00;164,00;0,42;0,61;68,24;0
19;2020-05-16;240336,00;0,00;54,00;0,00;0,00;22,47;0
19;2020-05-17;240336,00;1,00;18,00;0,42;5,56;7,49;0
19;2020-05-18;240336,00;1,00;165,00;0,42;0,61;68,65;0
19;2020-05-19;240336,00;2,00;199,00;0,83;1,01;82,80;0
19;2020-05-20;240336,00;1,00;186,00;0,42;0,54;77,39;0
19;2020-05-21;240336,00;0,00;21,00;0,00;0,00;8,74;0
19;2020-05-22;240336,00;1,00;118,00;0,42;0,85;49,10;0
19;2020-05-23;240336,00;3,00;68,00;1,25;4,41;28,29;0
19;2020-05-24;240336,00;0,00;21,00;0,00;0,00;8,74;0
19;2020-05-25;240336,00;3,00;236,00;1,25;1,27;98,20;0
19;2020-05-26;240336,00;0,00;305,00;0,00;0,00;126,91;0
19;2020-05-27;240336,00;1,00;225,00;0,42;0,44;93,62;0
19;2020-05-28;240336,00;0,00;139,00;0,00;0,00;57,84;0
19;2020-05-29;240336,00;1,00;171,00;0,42;0,58;71,15;0
19;2020-05-30;240336,00;0,00;61,00;0,00;0,00;25,38;0
19;2020-05-31;240336,00;0,00;12,00;0,00;0,00;4,99;0
21;2020-05-13;532886,00;4,00;315,00;0,75;1,27;59,11;0
21;2020-05-14;532886,00;7,00;329,00;1,31;2,13;61,74;0
21;2020-05-15;532886,00;7,00;444,00;1,31;1,58;83,32;0
21;2020-05-16;532886,00;4,00;126,00;0,75;3,17;23,64;0
21;2020-05-17;532886,00;0,00;65,00;0,00;0,00;12,20;0
21;2020-05-18;532886,00;10,00;356,00;1,88;2,81;66,81;0
21;2020-05-19;532886,00;13,00;409,00;2,44;3,18;76,75;0
21;2020-05-20;532886,00;5,00;359,00;0,94;1,39;67,37;0
21;2020-05-21;532886,00;0,00;75,00;0,00;0,00;14,07;0
21;2020-05-22;532886,00;13,00;319,00;2,44;4,08;59,86;0
21;2020-05-23;532886,00;0,00;130,00;0,00;0,00;24,40;0
21;2020-05-24;532886,00;1,00;73,00;0,19;1,37;13,70;0
21;2020-05-25;532886,00;4,00;329,00;0,75;1,22;61,74;0
21;2020-05-26;532886,00;3,00;349,00;0,56;0,86;65,49;0
21;2020-05-27;532886,00;5,00;231,00;0,94;2,16;43,35;0
21;2020-05-28;532886,00;3,00;293,00;0,56;1,02;54,98;0
21;2020-05-29;532886,00;2,00;294,00;0,38;0,68;55,17;0
21;2020-05-30;532886,00;2,00;165,00;0,38;1,21;30,96;0
21;2020-05-31;532886,00;0,00;76,00;0,00;0,00;14,26;0
22;2020-05-13;596186,00;3,00;277,00;0,50;1,08;46,46;0
22;2020-05-14;596186,00;6,00;261,00;1,01;2,30;43,78;0
22;2020-05-15;596186,00;13,00;330,00;2,18;3,94;55,35;0
22;2020-05-16;596186,00;5,00;128,00;0,84;3,91;21,47;0
22;2020-05-17;596186,00;2,00;64,00;0,34;3,12;10,73;0
22;2020-05-18;596186,00;15,00;372,00;2,52;4,03;62,40;0
